Municipality,Bank,Longitude,Latitude
Salamanca,Caja Rural de Salamanca,-5.6639018,40.9702239
Salamanca,Santander,-5.6651459,40.9671525
Sevilla,Banco Santander,-5.9939463,37.3873517
Oviedo / Uviéu,BBVA,-5.8463009,43.3623044
Oviedo / Uviéu,Unicaja Banco,-5.8474318,43.3621847
Bargas,CCM Liberbank,-4.0205362,39.9396172
Madrid,Banco Santander,-3.6248177,40.4516758
Gijón/Xixón,Caja Rural,-5.685667,43.538024
Gijón/Xixón,Unicaja Banco,-5.6857428,43.5403742
Palma,Banc d'Espanya,2.6506396,39.5709511
Araitz,Aurrezki Kutxa,-1.9842456,43.0343249
Toledo,Caja Rural Castilla-La Mancha,-4.0301894,39.8678733
Bilbo,BBVA,-2.9298834,43.262241
Almendralejo,Caja Almendralejo,-6.4050133,38.6853644
San Fulgencio,Banco de Valencia,-0.6779689,38.1319741
Madrid,Banco Santander,-3.701739,40.4049613
Pedrola,Banco Santander,-1.215822,41.7900121
Madrid,BBVA,-3.709523,40.4156013
Madrid,Banco Santander,-3.7084882,40.4177059
La Robla,Banco Sabadell,-5.6289592,42.8029911
Sevilla,Unicaja Banco,-5.9934541,37.3868656
Fuenlabrada,Caixabank,-3.8054406,40.2956864
Irixoa,Abanca,-8.0625196,43.2842232
La Robla,Banco Santander,-5.6283445,42.8042102
La Robla,BBVA,-5.6287279,42.8024886
Fuente de Cantos,Caixabank,-6.3048572,38.2471898
Fuente de Cantos,Ibercaja,-6.3051742,38.2472003
Solares,Caixabank,-3.7377037,43.3839362
Solares,Banco Santander,-3.7373465,43.3841253
Solares,Unicaja Banco,-3.7370431,43.3835851
A Coruña,Abanca,-8.43259,43.3294329
Hondón de los Frailes,Banco Sabadell,-0.9281822,38.2736529
La Robla,Banco Santander,-5.6288624,42.8018362
Madrid,Caixa Geral,-3.6365321,40.4472773
Toledo,Banco Santander,-3.9463248,39.8680848
Villar de Peralonso,Caja España-Duero,-6.2220857,41.0323838
Pantoja,Caja Rural Castilla-La Mancha,-3.8354549,40.0446204
Peñaparda,Unicaja Banco,-6.6691281,40.3209432
Madrid,ING,-3.6693806,40.4590587
Madrid,Caixabank,-3.6403531,40.3980427
Madrid,Caixabank,-3.7024871,40.4431041
Madrid,Banco Santander,-3.7034754,40.4472931
Madrid,Caixabank,-3.6904236,40.4660692
Sevilla,Bankinter,-5.972212,37.3861094
Madrid,BBVA,-3.6649438,40.4818911
Navacerrada,Caixabank,-4.0162708,40.7287584
Valle Gran Rey,BBVA,-17.3356479,28.0881158
Madrid,Banco Sabadell,-3.6835718,40.4270939
Móstoles,Caixabank,-3.8664173,40.3292237
Madrid,BBVA,-3.6448355,40.4396966
Santiago de Compostela,Abanca,-8.5119819,42.9095533
Madrid,BBVA,-3.6862626,40.4676518
Eivissa,Caixabank,1.4123096,38.9050347
Madrid,Banco Pichincha Retiro,-3.6856456,40.4210163
Madrid,Banco Santander,-3.6960063,40.4642212
Madrid,Banco Santander,-3.6914943,40.4339356
Burlada/Burlata,Laboral Kutxa,-1.6171376,42.8252735
Burlada/Burlata,Sabdell Atlantico,-1.6169734,42.8254227
Los Yébenes,Unicaja Banco,-3.8700511,39.5815106
Madrid,Banco Santander,-3.6844671,40.4463913
Madrid,Banco Santander,-3.7121375,40.4462332
Madrid,Banco Santander,-3.713877,40.446208
Madrid,Banco Santander,-3.712805,40.4427345
Cerdanyola del Vallès,Banco Santander,2.1445075,41.4897981
Los Cortijos de Arriba,Unicaja Banco,-4.0651807,39.3150318
Bargas,Caja Rural,-4.0202791,39.9399466
Bargas,Banco Santander,-4.0200019,39.9405167
Polientes,Banco Santander,-3.9410143,42.8060196
Polientes,Unicaja Banco,-3.9413715,42.805936
Sevilla,Caixabank,-6.0001327,37.388966
Sevilla,Kutxabank,-6.0002651,37.3888398
Sevilla,Banco Santander,-6.0004901,37.3886501
Cáceres,Caja Rural,-6.3769608,39.4870424
Melilla,Unicaja Banco,-2.9389085,35.2933222
Torrejón el Rubio,Unicaja Banco,-6.0119167,39.7711484
Cáceres,Banco Santander,-6.3890281,39.4717469
Las Palmas de Gran Canaria,BBVA,-15.4141791,28.1021758
Elche/Elx,Caixabank,-0.7078463,38.2699373
Sitges,Banco Sabadell,1.8074382,41.2348559
Torrox-Costa,Cajamar,-3.9636389,36.7305663
Paguera,Deutsche Bank,2.4445294,39.5375099
Jaén,Caja Rural de Jaén,-3.756896,37.77658
Santander,Unicaja Banco,-3.8258304,43.458374
Las Palmas de Gran Canaria,BBVA,-15.4443036,28.1294697
Cáceres,Unicaja Banco,-6.3669506,39.4844734
Las Palmas de Gran Canaria,BBVA,-15.4234309,28.1183142
Cáceres,Unicaja Banco,-6.3781355,39.4719999
Horcajo de los Montes,Unicaja Banco,-4.6507863,39.3262882
Cáceres,Unicaja Banco,-6.3888209,39.4685774
San Cristóbal de Entreviñas,España Duero,-5.6349117,42.0468099
Llanes,BBVA,-4.7557801,43.4210894
Santa Cruz de Tenerife,Cajasiete,-16.2567512,28.4558095
Vitoria-Gasteiz,Kutxabank,-2.6660159,42.8454652
Vitoria-Gasteiz,Kutxabank,-2.6708753,42.8459587
Alange,Unicaja Banco,-6.2491268,38.7853698
Llanes,Banco Sabadell,-4.755734,43.4209303
Vitoria-Gasteiz,Kutxabank,-2.6684536,42.8485887
Llanes,Caja Rural,-4.7570833,43.4223523
Madrid,BBVA,-3.7039095,40.4798933
Jerez de la Frontera,BBVA,-6.1214279,36.6815746
Vitoria-Gasteiz,Rural Kutxa,-2.6938642,42.8628814
Vitoria-Gasteiz,Banco Santander,-2.693574,42.8624742
Vitoria-Gasteiz,Banco Santander,-2.6720039,42.8459048
Llanes,Caixabank,-4.7549554,43.4200694
Malpartida de Plasencia,Unicaja Banco,-6.0439167,39.9811965
Malpartida de Plasencia,Caixabank,-6.0439093,39.9812706
Jédula,Caixabank,-5.9320253,36.7239172
Pobra de San Xiao,Banco Pastor,-7.4458692,42.8654467
Vitoria-Gasteiz,Banco de Vasconia,-2.6817956,42.8462381
Vitoria-Gasteiz,Bankinter,-2.6675678,42.8456429
La Cavada,Unicaja Banco,-3.707938,43.3524643
Algeciras,Caja Rural,-5.4524741,36.1328291
Vitoria-Gasteiz,Kutxabank,-2.6821127,42.8447925
Vitoria-Gasteiz,Rural Kutxa,-2.6826532,42.8445022
Alaior,Banco de Crédito Balear,4.1398263,39.9336059
Urdiain,Caixabank,-2.1360328,42.8871381
Cangas de Onís / Cangues d'Onís,Caixabank,-5.130086,43.3509004
la Pobla de Vallbona,Caixabank,-0.5547057,39.5904071
la Pobla de Vallbona,Ibercaja,-0.5553521,39.5920585
Almería,Deutsche Bank,-2.4634848,36.8374004
Vitoria-Gasteiz,Banco Santander,-2.6656494,42.8451489
Vitoria-Gasteiz,Laboral Kutxa,-2.6933709,42.8600365
Segura,Kutxabank,-2.2522891,43.0103024
Zegama,BBVA,-2.2910751,42.9762027
Vitoria-Gasteiz,Kutxabank,-2.6730606,42.8431527
Amorebieta-Etxano,Kutxabank,-2.7346175,43.2214661
Bilbao,Laboral Kutxa,-2.9274855,43.2615484
Zumaia,Rural Kutxa,-2.2575721,43.2963205
Estepona,Banco Santander,-5.0288285,36.4659802
San Pedro de Alcántara,Cajamar,-4.9894961,36.484731
Badajoz,Banco de España,-6.9813658,38.8725274
Hondarribia,Caixabank,-1.7929623,43.3657548
Donostia/San Sebastián,Rural Kutxa,-1.9838056,43.3182088
Mancha Real,Caixabank,-3.612162,37.785849
Vitoria-Gasteiz,Caixabank,-2.6661225,42.8451029
Vitoria-Gasteiz,Caixabank,-2.6937951,42.8627895
Sant Jordi de Ses Salines,Banco Sabadell,1.3969827,38.8914482
Murcia,Banco de España,-1.1317649,37.9862645
Alicante,Banco Santander,-0.4899243,38.3461166
Azpeitia,Laboral Kutxa,-2.266177,43.1824776
Almería,Banco Santander,-2.4552075,36.8403839
Jaén,Unicaja Banco,-3.7894781,37.7793753
Hervás,Unicaja Banco,-5.8597766,40.2733221
Santander,Kutxabank,-3.7983647,43.462493
Paracuellos de Jarama,BBVA,-3.5140087,40.5030115
Badalona,Caixabank,2.226606,41.4415417
Donostia / San Sebastián,Kutxabank,-1.9833351,43.3207599
Donostia/San Sebastián,Deutsche Bank,-1.9843416,43.3184824
Burgos,Ibercaja,-3.6977169,42.3413038
Madrid,Caixabank,-3.7013161,40.4087032
Badalona,BBVA,2.2235744,41.4422067
Badalona,Banco Sabadell,2.2244259,41.4429264
Badalona,Caixabank,2.2216171,41.4413986
Badalona,Caixabank,2.2221512,41.4397786
Badalona,Caixabank,2.2170336,41.4419121
Badalona,Caixabank,2.2180763,41.4373211
Mutriku,Laboral Kutxa,-2.3874568,43.307635
Bergara,Sabadell Guipuzcoano,-2.4135505,43.1172485
Irun,Banco Guipuzcoano,-1.8181058,43.3401306
Guadiana del Caudillo,Caixabank,-6.690155,38.9270482
Usurbil,Laboral Kutxa,-2.0498692,43.2709798
Vitoria-Gasteiz,Banco Santander,-2.6720003,42.8438164
Villares de la Reina,Caja Rural,-5.6475964,41.0084806
El Maillo,Banco Santander,-6.1818586,40.5647764
Navaconcejo,Caixabank,-5.83119,40.1766909
Navaconcejo,Banco Santander,-5.8312979,40.1766194
Navaconcejo,Unicaja Banco,-5.8292313,40.1780473
Navaconcejo,Unicaja Banco,-5.8309522,40.1768953
Tamames,Unicaja Banco,-6.1064719,40.6573976
Aguiño,Banco Santander,-9.0164469,42.525967
Plasencia,Unicaja Banco,-6.1028798,40.016855
Madrid,Bankinter,-3.665315,40.3961683
El Robleda,Banco Santander,-6.6095564,40.3837852
Alcalá de Henares,Caixanova,-3.3914248,40.4838999
Alcalá de Henares,Ibercaja,-3.3901774,40.4850338
Madrid,Banco Santander,-3.6930305,40.4352856
Madrid,Banco Santander,-3.6816159,40.4373199
Madrid,Banco Caixa Geral,-3.6996498,40.434571
Madrid,Banco Santander,-3.7011732,40.434504
Madrid,BBVA,-3.6981919,40.4351245
Cáceres,Unicaja Banco,-6.3870268,39.4688525
Cáceres,Deutsche Bank,-6.3809072,39.4714158
Cáceres,Caixabank,-6.3895132,39.4688365
Cáceres,Caixabank,-6.389766,39.4700733
Zaragoza,Unicaja Banco,-0.8847818,41.6477003
Madrid,Caixabank,-3.6935892,40.412487
Castellbisbal,AXA,1.9799027,41.4744336
Valencia de Alcántara,Unicaja Banco,-7.2427685,39.4113888
Valencia de Alcántara,Banco Santander,-7.2432251,39.4112904
Valencia de Alcántara,BBVA,-7.2427125,39.4115512
Valencia de Alcántara,Banco Caixa Geral,-7.2425689,39.411806
Cáceres,Banco Santander,-6.3839375,39.4687518
Ponferrada,Unicaja Banco,-6.5978945,42.5482811
Portillo,Unicaja Banco,-4.5942822,41.4742981
Nuñomoral,Unicaja Banco,-6.2452514,40.4084237
Barcelona,Caixabank,2.1685381,41.3869232
Barcelona,BBVA,2.1663478,41.3905849
Barcelona,BBVA,2.138552,41.3752518
Barcelona,La Caixa,2.137526,41.375246
Casar de Cáceres,Unicaja Banco,-6.4181864,39.5615791
Casar de Cáceres,Banco Santander,-6.4170471,39.561121
Casar de Cáceres,Unicaja Banco,-6.4169461,39.5612956
Casar de Cáceres,Banco Caixa Geral,-6.4178641,39.5615004
Almería,CaixaBank,-2.440532,36.875091
Almería,Cajamar Caja Rural,-2.4404971,36.8751756
Almería,Banco Santander,-2.4403718,36.8754785
Almería,Unicaja Banco SA,-2.440265,36.8757484
Vitoria-Gasteiz,Kutxabank,-2.6693973,42.8449394
Cáceres,Unicaja Banco,-6.3794068,39.4725836
Azagra,Caja rural de Navarra,-1.8955979,42.3077999
Plasencia,Unicaja Banco,-6.0950093,40.0256709
Cáceres,Unicaja Banco,-6.3904677,39.4728631
Plasencia,Banco Sabadell,-6.0881522,40.0290006
Plasencia,Caixabank,-6.0869717,40.0297637
Plasencia,BBVA,-6.0868947,40.0299941
Plasencia,Unicaja Banco,-6.0884277,40.0289298
Plasencia,Caixa Geral,-6.0845246,40.0330146
Plasencia,Unicaja Banco,-6.0880175,40.029207
Plasencia,Banco Santander,-6.0873173,40.0294524
Plasencia,Ibercaja,-6.0876511,40.0291534
Plasencia,Caixabank,-6.0867747,40.0301037
Plasencia,Unicaja Banco,-6.0812132,40.0392376
Plasencia,Unicaja Banco,-6.0806671,40.0395926
Burgos,Caixabank,-3.6571189,42.3631762
Vitoria-Gasteiz,Caixabank,-2.682081,42.8449332
Ponferrada,Banco Santander,-6.598173,42.5482742
Alcalá de Henares,Banco Santander,-3.3633797,40.4841064
Málaga,Caixabank,-4.3605302,36.721274
Carmona,La Caixa,-5.6431835,37.4710961
Carmona,Caixabank,-5.6443497,37.4701928
Carmona,Banco Santander,-5.6436457,37.4707998
Carmona,Caja Rural,-5.6441269,37.4702763
Carmona,CajaSur,-5.6433641,37.4707833
Carmona,BBVA,-5.6429356,37.4710338
Villalba de la Sierra,Unicaja Banco,-2.0894516,40.2346099
Girona,Caixabank,2.822735,41.9827691
Eibar,Rural Kutxa,-2.4692996,43.1858418
Cáceres,Unicaja Banco,-6.3749824,39.473156
Astorga,Unicaja Banco,-6.061701,42.459609
Astorga,Unicaja Banco,-6.0530052,42.4558324
Villanueva de Gállego,Ibercaja,-0.8247685,41.7681349
Puntagorda,Cajasiete,-17.978134,28.773497
A Coruña,Banco de España,-8.4058111,43.3675781
Huelva,Caja Rural,-6.942978,37.2664992
Huelva,CajaSur,-6.9524676,37.2640907
Huelva,Cajasol,-6.9526003,37.2633262
Huelva,Caixabank,-6.9528323,37.2620716
Huelva,Caixabank,-6.9539831,37.2621331
Huelva,Unicaja Banco,-6.9527264,37.2620748
Santander,Bankinter,-3.7967326,43.4633518
Santander,Banco Santander,-3.7822655,43.4718147
Lazkao,Banco Santander,-2.1863155,43.0332099
Santander,Unicaja Banco,-3.8039735,43.4639848
Logroño,Caja Rural,-2.4555877,42.4654804
Santander,Unicaja Banco,-3.8246481,43.4699491
Madrid,Caixabank,-3.6983517,40.4011969
Cáceres,Banca Pueyo,-6.3787765,39.4701353
Cáceres,Abanca,-6.3789874,39.4699533
Madrid,Caixabank,-3.6750476,40.430019
Santander,Unicaja Banco,-3.8177566,43.4610381
Roquetas de Mar,Cajamar,-2.6146651,36.7646501
Roquetas de Mar,BBVA,-2.615208,36.7651495
Roquetas de Mar,Unicaja Banco,-2.6158065,36.7656846
Marbella,BBVA,-4.8854973,36.5095283
Oviedo,Banco Santander,-5.8505309,43.3633212
Oviedo / Uviéu,Abanca,-5.8486844,43.362471
Sevilla,BBVA,-5.9665833,37.3814408
Sevilla,Banco Santander,-5.9665985,37.3812728
Fuenlabrada,Caixabank,-3.8026818,40.2816294
Fuenlabrada,Caixabank,-3.8019503,40.2967331
Irixoa,Banco Santander,-8.0642649,43.2841183
Madrid,Deustche Bank,-3.6945201,40.4596382
Sevilla,Banco Santander,-5.9037622,37.3835685
Sevilla,BBVA,-5.9649015,37.3873378
Puerto de la Cruz,Banco Sabadell,-16.5478461,28.4169625
Ariany,Caixabank,3.1113271,39.6498048
Sueros de Cepeda,Unicaja Banco,-6.0343146,42.6087859
Ponferrada,Unicaja Banco,-6.5875033,42.5482505
Porís de Abona,Cajasiete,-16.4334165,28.1633602
Puerto de la Cruz,Caixabank,-16.5365816,28.4117358
Leganés,Novanca,-3.7547754,40.3360943
Hijar,Banco Santander,-0.450713,41.1738513
Híjar,Ibercaja,-0.4522064,41.1750644
Fuente de Cantos,Caja Rural,-6.3045626,38.2473526
Mérida,Ibercaja,-6.3335198,38.9208558
Madrid,Banco Santander,-3.7151266,40.428691
Cómpeta,Cajamar,-3.9758259,36.8327724
Salamanca,Santander Work Café,-5.6623989,40.9668764
Salamanca,Unicaja Banco,-5.6586749,40.9706099
Benidorm,Banco Santander,-0.1278825,38.5366722
Antzuola,Laboral Kutxa,-2.3814245,43.0988027
Antzuola,Kutxabank,-2.3817898,43.0987367
Gijón/Xixón,Caixabank,-5.6863713,43.5389023
Samartín (Teverga),Caja Rural,-6.0972434,43.1617259
Badajoz,Caixabank,-6.9732565,38.8674053
Santa Cruz de Tenerife,BBVA,-16.247998,28.4675821
Ponferrada,Banco Santander,-6.6006459,42.5476627
Ponferrada,BBVA,-6.599241,42.5477224
Ponferrada,Caixabank,-6.5995749,42.5476655
Ponferrada,Caixabank,-6.5984368,42.5483493
Madrid,Banco Santander,-3.6700292,40.405975
Gijón/Xixón,BBVA,-5.6701067,43.5335425
Montejaque,Unicaja Banco,-5.2512004,36.735144
Tarragona,BBVA,1.2444408,41.1171788
Ponferrada,Banco Sabadell,-6.5999995,42.5475919
Madrid,Caja de Ingenieros,-3.6783563,40.4372611
Santuyanu,Caja Rural,-5.968734,43.4141984
Burgos,Caja Rural,-3.669182,42.3534179
El Mercadillo,Banco Santander,-3.7426131,43.3422367
Gijón/Xixón,BBVA,-5.6610867,43.5409457
Gijón/Xixón,BBVA,-5.6631006,43.5390157
Gijón/Xixón,Banco Sabadell,-5.6657197,43.54118
Gijón/Xixón,BBVA,-5.6648407,43.5418218
La Vila Joiosa,BBVA,-0.2314806,38.5066342
Trescasas,Caixabank,-4.0376576,40.9584673
Salas de los Infantes,Banco Santander,-3.2870836,42.0223911
Fuenlabrada,BBVA,-3.8031949,40.2900713
Leioa,Rural Kutxa,-2.9883316,43.3259717
Benavente,Caja Rural,-5.6743217,42.003214
Benavente,Cajamar,-5.6743468,42.0030816
Badalona,Caixabank,2.2576762,41.4560515
San Cristóbal de Entreviñas,Caja Rural,-5.6331373,42.0457273
Moraira,Deutsche Bank,0.1191896,38.681683
Fuenlabrada,BBVA,-3.7941882,40.2829028
Getxo,Kutxabank,-3.0086928,43.3273962
Barcelona,Caixabank,2.2143725,41.4062955
Puente Mayorga,Caixabank,-5.3823515,36.1810059
Valladolid,Deutsche Bank,-4.7264655,41.6497613
Blimea,Unicaja Banco,-5.5901849,43.2740316
Blimea,Banco Sabadell,-5.5901653,43.2727048
Toledo,Caja Rural,-3.9416582,39.8690984
Monroy,Unicaja Banco,-6.2127682,39.6377497
Toledo,Bankinter,-4.0296918,39.8686017
El Palmar,Banco Santander,-1.1620244,37.9408224
Begíjar,Caja Rural de Jaén,-3.5320573,37.9852474
Begíjar,CajaSur,-3.5330024,37.9851881
Noia,Abanca,-8.8870759,42.7838112
Baeza,Unicaja Banco,-3.4658405,37.9943299
Baeza,CajaSur,-3.4659081,37.994306
Baeza,Caixabank,-3.4677047,37.993007
Baeza,BBVA,-3.4673073,37.9938102
Turleque,Eurocaja Rural,-3.6123599,39.6002768
Utrera,BBVA,-5.7803075,37.1814949
Utrera,Banco Santander,-5.7817447,37.1813232
Utrera,Banco,-5.781266,37.1827603
Utrera,Banco Santander,-5.7836841,37.1813828
Utrera,Caja Rural,-5.7810482,37.1812905
Leioa - Lejona,Kutxabank,-2.9876038,43.3263459
Vilafranca / Villafranca del Cid,Caixabank,-0.2565076,40.4279027
As Pontes de García Rodríguez,Banco Santander,-7.8526367,43.4471665
Ibros,Caja Rural de Jaén,-3.5026673,38.0210036
Ibros,Unicaja Banco,-3.502285,38.0216339
Albanchez de Mágina,Caja Rural de Jaén,-3.4678434,37.7923307
Albanchez de Mágina,Caixabank,-3.4681796,37.7922532
Jaén,Banco Santander,-3.7915981,37.7772789
Baeza,Cajasol,-3.4691135,37.9937141
Baeza,Banco Santander,-3.4685175,37.9929387
Baeza,Unicaja Banco,-3.4690236,37.9930721
Jaén,BBVA,-3.7890572,37.7760792
Santander,ING,-3.8205163,43.4603017
Santander,Unicaja Banco,-3.8081603,43.4695184
Santander,Banco Santander,-3.807106,43.4696503
Santander,Unicaja Banco,-3.8078564,43.4674357
Vigo,Abanca,-8.706855,42.230744
Fuengirola,Unicaja Banco,-4.6147667,36.5528336
Toledo,Unicaja Banco,-4.0038967,39.8594114
Dos Hermanas,Caixabank,-5.9216593,37.2839173
Dos Hermanas,BBVA,-5.921942,37.2838529
Úbeda,Banco Sabadell,-3.3720421,38.01068
Úbeda,BBVA,-3.3715476,38.0110055
Santiago de Compostela,Caixa Rural Galega,-8.544257,42.874624
Benifaió,Banco Santander,-0.4264094,39.284396
Madrid,Banco Santander,-3.7010689,40.4254177
O Vicedo,Abanca,-7.6730786,43.7327979
Huétor Tájar,Caja Rural,-4.0470141,37.196627
Baeza,Caja Rural de Jaén,-3.4674251,37.9926568
Vélez-Málaga,Banco Santander,-4.1072458,36.7820844
Salamanca,BBVA,-5.6629987,40.9661648
Ocaña,Banco Santander,-3.4995556,39.9572626
Oviedo/Uviéu,Caixabank,-5.8672123,43.3614973
Madrid,Banco Santander,-3.6795183,40.4349734
El Puerto de Santa María,BBVA,-6.23611,36.5938108
El Puerto de Santa María,Banco de Andalucía,-6.2362358,36.5934872
Huétor Tájar,Caixabank,-4.0463793,37.1950727
Madrid,Banco Santander,-3.6956461,40.4274106
Madrid,Banco Santander,-3.6937173,40.4268284
Roquetas de Mar,Caixabank,-2.6143273,36.7666995
Roquetas de Mar,CajaSur,-2.6141797,36.767
Roquetas de Mar,Unicaja Banco,-2.6076624,36.7567116
Valle de Trápaga-Trapagaran,Caixabank,-3.0357193,43.3031457
Loarre,Ibercaja,-0.6260342,42.3143187
Lumbier,Caixabank,-1.3067532,42.6526953
Urduliz,BBVA,-2.9580354,43.3787853
Urduliz,Kutxabank,-2.9570407,43.3780916
Sevilla,Cajasol,-5.9290744,37.4064153
La Puebla de Alfindén,Ibercaja,-0.7548699,41.6331823
La Puebla de Alfindén,Banco Santander,-0.7543714,41.6326619
Avda. Martín Palomino,Unicaja Banco,-6.1057451,40.013367
Vigo,Abanca,-8.7354368,42.2241025
Huétor Tájar,Kutxabank,-4.0472723,37.1971874
Campo Real,Caixabank,-3.3812963,40.3384835
Santander,BBVA,-3.8366679,43.4620948
Santander,Unicaja Banco,-3.8376707,43.4623316
Santander,Caixabank,-3.8364677,43.4620366
Narón,Banco Santander,-8.1922256,43.5012808
Santander,Caixabank,-3.8224872,43.4531147
Marbella,Unicaja Banco,-4.8805233,36.5084559
Marbella,BBVA,-4.8849489,36.5090322
Moraleja,Banco Caixa Geral,-6.6564843,40.0693789
Plasencia,Unicaja Banco,-6.0840369,40.0316226
Getafe,Caixabank,-3.7187692,40.3109298
Astorga,Banco Santander,-6.0536917,42.4566998
Granada,BBVA,-3.593761,37.1559043
La Línea de la Concepción,Caixabank,-5.348345,36.1743386
O Chao,Caja Rural de Asturias,-7.1433513,43.4088346
Vegadeo,BBVA,-7.0517975,43.4642337
Vegadeo,Banco Sabadell,-7.0510852,43.4641224
Vegadeo,Caja Rural,-7.0480152,43.4644879
Vegadeo,Banco Santander,-7.0482926,43.4647671
Sedaví,Caixabank,-0.3871275,39.4253107
Pontenova,BBVA,-7.1923209,43.3483163
Pontenova,Abanca,-7.1924132,43.3480908
Ponferrada,Unicaja Banco,-6.6031251,42.5483211
"María, Almería",Cajamar Caja Rural,-2.1651577,37.711793
"María, Almería",Agente Financiero Unicaja Banco,-2.1647326,37.711151
Taramundi,Caja Rural de Asturias,-7.108066,43.3600196
Taramundi,Unicaja Banco,-7.1083183,43.3605702
Sedaví,Banco Sabadell,-0.3872402,39.4256259
Ponferrada,Barclays,-6.5963915,42.5475478
Dos Hermanas,BBVA,-5.9223226,37.2930109
Madrid,Banco Santander,-3.7063643,40.4293328
Mozoncillo,Caja Rural,-4.1873767,41.1464761
Mozoncillo,CaixaBank AgroBank,-4.1880067,41.1459758
Colmenar Viejo,Caja Rural,-3.7654658,40.6585994
Colmenar Viejo,Banco Santander,-3.7673732,40.659206
Colmenar Viejo,Banco Sabadell,-3.767115,40.6592127
Colmenar Viejo,BBVA,-3.7655967,40.6585746
Colmenar Viejo,Banco Santander,-3.7683446,40.6595855
Onda,Caixabank,-0.2635368,39.9628232
Onda,Cajamar,-0.2643104,39.9628435
Ponferrada,Banco Caixa Geral,-6.6013391,42.5475434
Madrid,Instituto de Crédito Oficial (ICO),-3.6946366,40.4171362
Madrid,Banco Sabadell,-3.6795884,40.4342832
Vila-real,Caixabank,-0.1050284,39.9343152
Illescas,BBVA,-3.848201,40.1258094
Biescas,Ibercaja,-0.3215213,42.6287901
Biescas,Banco Santander,-0.321375,42.6287701
Biescas,Caja Rural de Aragón,-0.3201945,42.6287547
Mansilla de las Mulas,Banco Santander,-5.4175042,42.4988831
Colindres,Banco Santander,-3.4520267,43.396634
Madrid,Caixabank,-3.6365285,40.407989
Sevilla,Unicaja Banco,-6.0012381,37.3897325
Sevilla,Banco Santander,-6.0011709,37.3896111
Villanueva de Oscos,Caja Rural,-6.9866465,43.3113272
Cáceres,Banco Sabadell,-6.379836,39.4712008
Jaén,Caixabank,-3.785848,37.7741118
Lleida,Ibercaja,0.6316169,41.611796
Lleida,Caixabank,0.6293626,41.6122888
Lleida,BBVA,0.6289515,41.612283
Lleida,Bankinter,0.6282201,41.6159491
Lleida,Kutxabank,0.6299243,41.6171724
Lleida,Santander Private Banking,0.6298475,41.6170852
Lleida,Banco Sabadell,0.6295732,41.616783
Lleida,Ibercaja,0.6313766,41.6187657
Zaragoza,Banco Santander,-0.8891141,41.6712304
Málaga,Banco Sabadell,-4.42497,36.7166212
Madrid,Caixabank,-3.6632957,40.4031576
Toreno,Unicaja Banco,-6.5137735,42.697407
Ponferrada,Unicaja Banco,-6.6235735,42.5594452
Zaragoza,Ibercaja,-0.886756,41.6679574
Vigo,Caixabank,-8.7357597,42.2159353
Dos Hermanas,BBVA,-5.9267445,37.2764655
Mérida,Banco Santander,-6.3316798,38.9218283
Toledo,Kutxabank,-4.0211531,39.8585142
Albacete,Banco Santander,-1.8541119,38.9943973
Albacete,Banesto,-1.8791571,39.0126313
Cádiz,Unicaja Banco,-6.2758883,36.5049503
Cádiz,BBVA,-6.2732045,36.4994162
Madrid,BBVA,-3.6903145,40.4621808
Madrid,Ibercaja,-3.7655441,40.3965221
Elizondo,Caixabank,-1.5171357,43.1464572
Elizondo,Caja Rural,-1.5165618,43.1469639
Elizondo,BBVA,-1.5179837,43.1449852
Santander,Unicaja Banco,-3.7964371,43.4820944
Maria de la Salut,Caixabank,3.0755639,39.666158
Culleredo,Abanca,-8.3660627,43.3160315
Móstoles,Banco Santander,-3.8657544,40.3383916
Móstoles,ING,-3.8623707,40.3267818
Móstoles,Caixabank,-3.8667255,40.3209468
A Coruña,Santander,-8.4311681,43.3314305
Barcelona,Caixabank,2.1447829,41.3747255
León,Abanca,-5.5683043,42.5928909
Esporles,Caixabank,2.57771,39.6686026
Sevilla,BancoFar,-6.0019159,37.3885965
Sevilla,Banco Santander,-6.0033416,37.3849557
Colunga,BBVA,-5.2707483,43.4848755
Es Mercadal,Caixabank,4.1291641,40.0538916
Es Mercadal,Caixabank,4.1307747,40.0555617
Mieza,Unicaja Banco,-6.6897242,41.162752
Vitigudino,BBVA,-6.435494,41.0074939
Vitigudino,Banco Santander,-6.4362263,41.0083947
Vitigudino,Unicaja Banco,-6.4352119,41.0081143
Vitigudino,Banco Santander,-6.4347963,41.0079118
Vigo,Caixabank,-8.7350182,42.2235308
Badajoz,Unicaja Banco,-6.9761272,38.8763843
Badajoz,Banco Caixa Geral,-6.9788863,38.8746663
Badajoz,Ibercaja,-6.9788089,38.874726
Badajoz,Unicaja Banco,-6.9800276,38.87412
Badajoz,Banca Pueyo,-6.972674,38.8733483
Badajoz,Banco Caixa Geral,-6.976168,38.8724641
Badajoz,Banco Santander,-6.9729223,38.8733913
Badajoz,Caixabank,-6.9759355,38.8725837
Catral,Caixabank,-0.800534,38.1600391
Catral,Caixabank,-0.8020065,38.1620321
Badajoz,BBVA,-6.9728681,38.870486
Badajoz,CajaSur,-6.9724054,38.8729602
Badajoz,Deutsche Bank,-6.9724439,38.8731637
Badajoz,Evo,-6.9729194,38.8734595
Badajoz,Banco Santander,-6.9730699,38.8703469
